Contract_ID,Client_ID,Equipment_ID,Origination_Date,Asset_Cost_INR,Down_Payment_INR,Financed_Amount_INR,Tenure_Months,Interest_Rate_Pct,Athena_Risk_Score,Athena_Recommendation,Loan_Status
EQF-2025-01393,CUST-01393,EQ-009,29-03-2025,4389000,438900,3950100,36,11.55,74.2,REQUIRE_COLLATERAL,Performing
EQF-2025-01394,CUST-01394,EQ-008,29-03-2025,4680000,1170000,3510000,36,9.78,78.4,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-01395,CUST-01395,EQ-012,29-03-2025,4111000,616650,3494350,36,13.46,77.4,REQUIRE_COLLATERAL,Performing
EQF-2025-01396,CUST-01396,EQ-013,29-03-2025,2244000,448800,1795200,36,11.67,57.1,STRUCTURED_LEASE,Performing
EQF-2025-01397,CUST-01397,EQ-001,29-03-2025,5203000,1040600,4162400,24,9.05,73.8,REQUIRE_COLLATERAL,Performing
EQF-2025-01398,CUST-01398,EQ-009,29-03-2025,6119000,1529750,4589250,24,7,85.4,REJECT,Default
EQF-2025-01399,CUST-01399,EQ-008,29-03-2025,5212000,521200,4690800,36,13.08,79.7,REQUIRE_COLLATERAL,Performing
EQF-2025-01400,CUST-01400,EQ-003,29-03-2025,4115000,823000,3292000,36,9.08,77.2,REQUIRE_COLLATERAL,Performing
EQF-2025-01401,CUST-01401,EQ-009,29-03-2025,2948000,589600,2358400,24,10.89,60.7,STRUCTURED_LEASE,Performing
EQF-2025-01402,CUST-01402,EQ-005,29-03-2025,7802000,1950500,5851500,36,8.5,65.5,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-01403,CUST-01403,EQ-009,29-03-2025,5161000,1290250,3870750,36,11.9,64.2,STRUCTURED_LEASE,Performing
EQF-2025-01404,CUST-01404,EQ-003,29-03-2025,1635000,163500,1471500,24,10.77,47,STRUCTURED_LEASE,Performing
EQF-2025-01405,CUST-01405,EQ-014,29-03-2025,2723000,408450,2314550,60,7.87,75.3,REQUIRE_COLLATERAL,Performing
EQF-2025-01406,CUST-01406,EQ-008,29-03-2025,4257000,638550,3618450,60,7,62.7,STRUCTURED_LEASE,Performing
EQF-2025-01407,CUST-01407,EQ-003,29-03-2025,1959000,195900,1763100,36,9.78,69.5,REQUIRE_COLLATERAL,Performing
EQF-2025-01408,CUST-01408,EQ-013,29-03-2025,3124000,468600,2655400,36,10.25,47.4,STRUCTURED_LEASE,Performing
EQF-2025-01409,CUST-01409,EQ-008,30-03-2025,8211000,2052750,6158250,48,10.64,64.9,STRUCTURED_LEASE,Performing
EQF-2025-01410,CUST-01410,EQ-007,30-03-2025,5540000,1385000,4155000,48,8.33,55.9,STRUCTURED_LEASE,Performing
EQF-2025-01411,CUST-01411,EQ-006,30-03-2025,5015000,1253750,3761250,60,8.53,54,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-01412,CUST-01412,EQ-005,30-03-2025,8261000,1239150,7021850,36,7,91.6,REJECT,60_Days_Past_Due
EQF-2025-01413,CUST-01413,EQ-001,30-03-2025,14358000,2153700,12204300,48,8.67,56,STRUCTURED_LEASE,Performing
EQF-2025-01414,CUST-01414,EQ-006,30-03-2025,7555000,1511000,6044000,60,7.05,62.7,STRUCTURED_LEASE,Performing
EQF-2025-01415,CUST-01415,EQ-004,30-03-2025,6750000,1350000,5400000,36,8.43,72.6,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-01416,CUST-01416,EQ-007,30-03-2025,1533000,306600,1226400,24,9.99,42.6,STRUCTURED_LEASE,Performing
EQF-2025-01417,CUST-01417,EQ-006,30-03-2025,3025000,453750,2571250,36,9.97,43.4,STRUCTURED_LEASE,Performing
EQF-2025-01418,CUST-01418,EQ-005,30-03-2025,6034000,1206800,4827200,24,8.49,65.1,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-01419,CUST-01419,EQ-008,30-03-2025,6085000,1521250,4563750,24,9.91,99,REJECT,Performing
EQF-2025-01420,CUST-01420,EQ-007,30-03-2025,1563000,234450,1328550,48,11.72,75.2,REQUIRE_COLLATERAL,Performing
EQF-2025-01421,CUST-01421,EQ-012,30-03-2025,9269000,926900,8342100,36,9.08,71.9,REQUIRE_COLLATERAL,Performing
EQF-2025-01422,CUST-01422,EQ-010,30-03-2025,2648000,397200,2250800,24,7.58,89.1,REJECT,Default
EQF-2025-01423,CUST-01423,EQ-006,30-03-2025,6637000,1327400,5309600,60,10.68,60.2,STRUCTURED_LEASE,Performing
EQF-2025-01424,CUST-01424,EQ-009,30-03-2025,2015000,302250,1712750,36,11.14,41.9,STRUCTURED_LEASE,Performing
EQF-2025-01425,CUST-01425,EQ-007,31-03-2025,4071000,814200,3256800,36,8.46,49.7,STRUCTURED_LEASE,Performing
EQF-2025-01426,CUST-01426,EQ-007,31-03-2025,4924000,984800,3939200,36,8.47,63.6,STRUCTURED_LEASE,Performing
EQF-2025-01427,CUST-01427,EQ-005,31-03-2025,2429000,242900,2186100,36,7,39.4,AUTO_APPROVE,Performing
EQF-2025-01428,CUST-01428,EQ-015,31-03-2025,3497000,349700,3147300,36,8.81,61.4,STRUCTURED_LEASE,Performing
EQF-2025-01429,CUST-01429,EQ-008,31-03-2025,9122000,2280500,6841500,48,8.12,75.8,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-01430,CUST-01430,EQ-002,31-03-2025,2155000,431000,1724000,36,7.22,91.8,REJECT,Default
EQF-2025-01431,CUST-01431,EQ-004,31-03-2025,3885000,582750,3302250,48,8.95,58.3,STRUCTURED_LEASE,Performing
EQF-2025-01432,CUST-01432,EQ-004,31-03-2025,5363000,536300,4826700,24,9.49,59.8,STRUCTURED_LEASE,Performing
EQF-2025-01433,CUST-01433,EQ-010,31-03-2025,7215000,721500,6493500,60,9.22,55.7,STRUCTURED_LEASE,Performing
EQF-2025-01434,CUST-01434,EQ-003,31-03-2025,3386000,677200,2708800,48,9.01,91.9,REJECT,60_Days_Past_Due
EQF-2025-01435,CUST-01435,EQ-009,31-03-2025,2416000,362400,2053600,60,11.79,41,STRUCTURED_LEASE,Performing
EQF-2025-01436,CUST-01436,EQ-005,31-03-2025,4703000,470300,4232700,36,9.96,78,REQUIRE_COLLATERAL,Performing
EQF-2025-01437,CUST-01437,EQ-001,31-03-2025,6951000,695100,6255900,48,10.48,47.5,STRUCTURED_LEASE,Performing
EQF-2025-01438,CUST-01438,EQ-013,31-03-2025,4400000,660000,3740000,60,12.22,99,REJECT,60_Days_Past_Due
EQF-2025-01439,CUST-01439,EQ-006,31-03-2025,3695000,369500,3325500,48,10.98,93.1,REJECT,Default
EQF-2025-01440,CUST-01440,EQ-003,31-03-2025,4387000,658050,3728950,24,9.09,71.1,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-01441,CUST-01441,EQ-015,01-04-2025,3029000,605800,2423200,24,7,58.1,REQUIRE_COLLATERAL,Performing
EQF-2025-01442,CUST-01442,EQ-006,01-04-2025,6586000,658600,5927400,36,8.94,84.8,REJECT,Performing
EQF-2025-01443,CUST-01443,EQ-003,01-04-2025,3138000,627600,2510400,24,11.68,47.4,STRUCTURED_LEASE,Performing
EQF-2025-01444,CUST-01444,EQ-012,01-04-2025,10842000,1626300,9215700,48,10.97,77.7,REQUIRE_COLLATERAL,Performing
EQF-2025-01445,CUST-01445,EQ-002,01-04-2025,2856000,571200,2284800,48,8.95,35.2,AUTO_APPROVE,Performing
EQF-2025-01446,CUST-01446,EQ-009,01-04-2025,6877000,1375400,5501600,48,9.38,44,STRUCTURED_LEASE,Performing
EQF-2025-01447,CUST-01447,EQ-013,01-04-2025,2816000,563200,2252800,36,9.69,89.9,REJECT,60_Days_Past_Due
EQF-2025-01448,CUST-01448,EQ-003,01-04-2025,2938000,734500,2203500,36,8.58,55.6,STRUCTURED_LEASE,60_Days_Past_Due
EQF-2025-01449,CUST-01449,EQ-002,01-04-2025,3492000,523800,2968200,36,8.67,71.2,REQUIRE_COLLATERAL,Performing
EQF-2025-01450,CUST-01450,EQ-013,01-04-2025,4361000,654150,3706850,36,8.53,74.9,REQUIRE_COLLATERAL,Performing
EQF-2025-01451,CUST-01451,EQ-010,01-04-2025,8105000,1215750,6889250,48,10.24,46.6,STRUCTURED_LEASE,60_Days_Past_Due
EQF-2025-01452,CUST-01452,EQ-008,01-04-2025,5468000,820200,4647800,36,7.92,51.8,STRUCTURED_LEASE,Performing
EQF-2025-01453,CUST-01453,EQ-015,01-04-2025,4286000,642900,3643100,48,11.66,41.7,STRUCTURED_LEASE,60_Days_Past_Due
EQF-2025-01454,CUST-01454,EQ-004,01-04-2025,7961000,796100,7164900,36,9.49,77.3,REQUIRE_COLLATERAL,Performing
EQF-2025-01455,CUST-01455,EQ-006,01-04-2025,8017000,801700,7215300,60,7.84,57.7,STRUCTURED_LEASE,Performing
EQF-2025-01456,CUST-01456,EQ-007,01-04-2025,5175000,517500,4657500,36,11.04,77.9,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-01457,CUST-01457,EQ-014,02-04-2025,3660000,732000,2928000,36,11.75,74.3,REQUIRE_COLLATERAL,Performing
EQF-2025-01458,CUST-01458,EQ-003,02-04-2025,2498000,499600,1998400,24,14.21,53.9,STRUCTURED_LEASE,Performing
EQF-2025-01459,CUST-01459,EQ-009,02-04-2025,6957000,1043550,5913450,36,11.56,39.2,AUTO_APPROVE,30_Days_Past_Due
EQF-2025-01460,CUST-01460,EQ-013,02-04-2025,3386000,846500,2539500,48,8.19,49.5,STRUCTURED_LEASE,Performing
EQF-2025-01461,CUST-01461,EQ-012,02-04-2025,14838000,2225700,12612300,48,9.82,56.5,STRUCTURED_LEASE,Performing
EQF-2025-01462,CUST-01462,EQ-014,02-04-2025,2141000,214100,1926900,36,13.29,66.8,REQUIRE_COLLATERAL,Performing
EQF-2025-01463,CUST-01463,EQ-009,02-04-2025,2058000,308700,1749300,36,8.33,36.3,AUTO_APPROVE,Performing
EQF-2025-01464,CUST-01464,EQ-003,02-04-2025,1466000,293200,1172800,48,7.6,42.7,STRUCTURED_LEASE,Performing
EQF-2025-01465,CUST-01465,EQ-007,02-04-2025,4128000,619200,3508800,36,8.92,76.4,REQUIRE_COLLATERAL,Performing
EQF-2025-01466,CUST-01466,EQ-006,02-04-2025,8075000,807500,7267500,36,7.98,61.4,STRUCTURED_LEASE,60_Days_Past_Due
EQF-2025-01467,CUST-01467,EQ-007,02-04-2025,810000,121500,688500,48,8.59,66.7,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-01468,CUST-01468,EQ-011,02-04-2025,11983000,2396600,9586400,36,8.51,70.7,REQUIRE_COLLATERAL,Performing
EQF-2025-01469,CUST-01469,EQ-002,02-04-2025,4217000,1054250,3162750,48,10.57,52.6,STRUCTURED_LEASE,Performing
EQF-2025-01470,CUST-01470,EQ-013,02-04-2025,3983000,398300,3584700,48,7.56,64.7,STRUCTURED_LEASE,Performing
EQF-2025-01471,CUST-01471,EQ-008,02-04-2025,5521000,828150,4692850,48,9.7,66.3,REQUIRE_COLLATERAL,Performing
EQF-2025-01472,CUST-01472,EQ-013,02-04-2025,4318000,863600,3454400,48,8.35,50.1,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-01473,CUST-01473,EQ-002,03-04-2025,1032000,103200,928800,24,10.32,74.1,REQUIRE_COLLATERAL,Performing
EQF-2025-01474,CUST-01474,EQ-011,03-04-2025,12310000,1231000,11079000,36,10.49,86.4,REJECT,Default
EQF-2025-01475,CUST-01475,EQ-011,03-04-2025,6938000,1387600,5550400,60,10.84,87.8,REJECT,60_Days_Past_Due
EQF-2025-01476,CUST-01476,EQ-003,03-04-2025,3012000,451800,2560200,36,10.84,67.3,REQUIRE_COLLATERAL,Performing
EQF-2025-01477,CUST-01477,EQ-003,03-04-2025,4326000,648900,3677100,48,8.57,48.5,STRUCTURED_LEASE,Performing
EQF-2025-01478,CUST-01478,EQ-013,03-04-2025,2231000,334650,1896350,48,9.49,94.9,REJECT,Performing
EQF-2025-01479,CUST-01479,EQ-003,03-04-2025,1904000,190400,1713600,48,11.7,54.6,STRUCTURED_LEASE,Performing
EQF-2025-01480,CUST-01480,EQ-001,03-04-2025,11494000,2873500,8620500,36,10.16,71.2,REQUIRE_COLLATERAL,Performing
EQF-2025-01481,CUST-01481,EQ-013,03-04-2025,3227000,322700,2904300,24,10.83,56,STRUCTURED_LEASE,60_Days_Past_Due
EQF-2025-01482,CUST-01482,EQ-009,03-04-2025,5101000,765150,4335850,36,7.67,54.3,STRUCTURED_LEASE,Performing
EQF-2025-01483,CUST-01483,EQ-004,03-04-2025,4683000,468300,4214700,36,10.93,53.6,STRUCTURED_LEASE,Performing
EQF-2025-01484,CUST-01484,EQ-005,03-04-2025,1744000,436000,1308000,60,7,50,STRUCTURED_LEASE,Performing
EQF-2025-01485,CUST-01485,EQ-012,03-04-2025,8513000,851300,7661700,48,7.21,44.1,STRUCTURED_LEASE,Performing
EQF-2025-01486,CUST-01486,EQ-011,03-04-2025,5172000,1034400,4137600,48,8.15,63,STRUCTURED_LEASE,Performing
EQF-2025-01487,CUST-01487,EQ-011,03-04-2025,13966000,2094900,11871100,36,10.14,74.4,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-01488,CUST-01488,EQ-014,03-04-2025,1357000,203550,1153450,24,10.4,62.6,STRUCTURED_LEASE,Performing
EQF-2025-01489,CUST-01489,EQ-001,04-04-2025,8748000,1312200,7435800,36,8.28,75.9,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-01490,CUST-01490,EQ-011,04-04-2025,4575000,457500,4117500,36,7,46.8,STRUCTURED_LEASE,Performing
EQF-2025-01491,CUST-01491,EQ-005,04-04-2025,2169000,216900,1952100,36,10.93,82.8,REJECT,Performing
EQF-2025-01492,CUST-01492,EQ-001,04-04-2025,11248000,1124800,10123200,36,10.38,51.2,STRUCTURED_LEASE,Performing
EQF-2025-01493,CUST-01493,EQ-006,04-04-2025,6030000,904500,5125500,36,10.14,59.2,STRUCTURED_LEASE,Performing
EQF-2025-01494,CUST-01494,EQ-009,04-04-2025,1731000,173100,1557900,36,12.39,56.1,STRUCTURED_LEASE,Performing
EQF-2025-01495,CUST-01495,EQ-008,04-04-2025,2510000,376500,2133500,60,9.73,89.1,REJECT,Default
EQF-2025-01496,CUST-01496,EQ-014,04-04-2025,1500000,150000,1350000,36,8.01,71.1,REQUIRE_COLLATERAL,Performing
EQF-2025-01497,CUST-01497,EQ-008,04-04-2025,8985000,1347750,7637250,48,11.49,61.4,STRUCTURED_LEASE,Performing
EQF-2025-01498,CUST-01498,EQ-004,04-04-2025,7469000,1493800,5975200,36,8.89,69.6,REQUIRE_COLLATERAL,Performing
EQF-2025-01499,CUST-01499,EQ-012,04-04-2025,4419000,441900,3977100,36,9.34,82.4,REJECT,Performing
EQF-2025-01500,CUST-01500,EQ-007,04-04-2025,3338000,500700,2837300,36,8.7,40.7,STRUCTURED_LEASE,Performing
EQF-2025-01501,CUST-01501,EQ-008,04-04-2025,8552000,1710400,6841600,48,8.25,67.7,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-01502,CUST-01502,EQ-008,04-04-2025,9886000,1977200,7908800,36,8.87,59.4,STRUCTURED_LEASE,Performing
EQF-2025-01503,CUST-01503,EQ-005,04-04-2025,8038000,2009500,6028500,24,11.78,71.2,REQUIRE_COLLATERAL,Performing
EQF-2025-01504,CUST-01504,EQ-001,04-04-2025,7602000,760200,6841800,48,7.9,52.8,STRUCTURED_LEASE,Performing
EQF-2025-01505,CUST-01505,EQ-011,05-04-2025,5494000,824100,4669900,24,11.1,62,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-01506,CUST-01506,EQ-012,05-04-2025,6606000,1651500,4954500,36,7,53.8,STRUCTURED_LEASE,Performing
EQF-2025-01507,CUST-01507,EQ-010,05-04-2025,9097000,909700,8187300,36,11.9,84.4,REJECT,Performing
EQF-2025-01508,CUST-01508,EQ-008,05-04-2025,10758000,2151600,8606400,36,12.06,73.7,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-01509,CUST-01509,EQ-008,05-04-2025,6464000,646400,5817600,48,7.96,66.7,REQUIRE_COLLATERAL,Performing
EQF-2025-01510,CUST-01510,EQ-013,05-04-2025,2360000,354000,2006000,48,9.62,76.7,REQUIRE_COLLATERAL,Performing
EQF-2025-01511,CUST-01511,EQ-003,05-04-2025,2831000,566200,2264800,36,10.47,81.1,REJECT,Performing
EQF-2025-01512,CUST-01512,EQ-014,05-04-2025,2358000,589500,1768500,24,8.59,60.2,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-01513,CUST-01513,EQ-007,05-04-2025,2134000,213400,1920600,48,12.32,81.6,REJECT,60_Days_Past_Due
EQF-2025-01514,CUST-01514,EQ-009,05-04-2025,5656000,565600,5090400,36,9.53,51.7,STRUCTURED_LEASE,60_Days_Past_Due
EQF-2025-01515,CUST-01515,EQ-006,05-04-2025,1610000,402500,1207500,60,8.72,49.3,STRUCTURED_LEASE,Performing
EQF-2025-01516,CUST-01516,EQ-006,05-04-2025,3317000,331700,2985300,36,9.62,77.6,REQUIRE_COLLATERAL,Performing
EQF-2025-01517,CUST-01517,EQ-010,05-04-2025,8122000,812200,7309800,48,8.4,69.5,REQUIRE_COLLATERAL,Performing
EQF-2025-01518,CUST-01518,EQ-007,05-04-2025,967000,96700,870300,60,9.53,64,STRUCTURED_LEASE,Performing
EQF-2025-01519,CUST-01519,EQ-005,05-04-2025,2082000,416400,1665600,48,8.83,54.7,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-01520,CUST-01520,EQ-007,05-04-2025,2326000,465200,1860800,36,8.33,46.5,STRUCTURED_LEASE,Performing
EQF-2025-01521,CUST-01521,EQ-009,06-04-2025,7645000,1146750,6498250,48,10.7,74.3,REQUIRE_COLLATERAL,Performing
EQF-2025-01522,CUST-01522,EQ-015,06-04-2025,4777000,477700,4299300,48,7,59,STRUCTURED_LEASE,Performing
EQF-2025-01523,CUST-01523,EQ-011,06-04-2025,4244000,636600,3607400,48,12.14,99,REJECT,Performing
EQF-2025-01524,CUST-01524,EQ-009,06-04-2025,5012000,1002400,4009600,24,9.85,72.6,REQUIRE_COLLATERAL,Performing
EQF-2025-01525,CUST-01525,EQ-010,06-04-2025,4835000,483500,4351500,48,12.27,59.3,STRUCTURED_LEASE,Performing
EQF-2025-01526,CUST-01526,EQ-012,06-04-2025,11135000,1670250,9464750,24,10.94,79.5,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-01527,CUST-01527,EQ-012,06-04-2025,11937000,1193700,10743300,24,7.48,76.9,REQUIRE_COLLATERAL,Performing
EQF-2025-01528,CUST-01528,EQ-011,06-04-2025,13491000,1349100,12141900,48,9.61,53.9,STRUCTURED_LEASE,Performing
EQF-2025-01529,CUST-01529,EQ-014,06-04-2025,3007000,751750,2255250,24,7,54.5,STRUCTURED_LEASE,Performing
EQF-2025-01530,CUST-01530,EQ-008,06-04-2025,10953000,1642950,9310050,48,8.14,76.7,REQUIRE_COLLATERAL,Performing
EQF-2025-01531,CUST-01531,EQ-011,06-04-2025,14780000,2956000,11824000,60,9.29,99,REJECT,Performing
EQF-2025-01532,CUST-01532,EQ-010,06-04-2025,9998000,1499700,8498300,60,8.44,91.5,REJECT,Default
EQF-2025-01533,CUST-01533,EQ-003,06-04-2025,3385000,507750,2877250,48,8.79,70.3,REQUIRE_COLLATERAL,Performing
EQF-2025-01534,CUST-01534,EQ-011,06-04-2025,8378000,1256700,7121300,36,8.5,69.1,REQUIRE_COLLATERAL,Performing
EQF-2025-01535,CUST-01535,EQ-011,06-04-2025,8008000,2002000,6006000,36,12.84,52.1,STRUCTURED_LEASE,Performing
EQF-2025-01536,CUST-01536,EQ-005,06-04-2025,1585000,158500,1426500,36,9.68,68.6,REQUIRE_COLLATERAL,Performing
EQF-2025-01537,CUST-01537,EQ-006,07-04-2025,3244000,648800,2595200,36,10.44,72,REQUIRE_COLLATERAL,Performing
EQF-2025-01538,CUST-01538,EQ-014,07-04-2025,3931000,982750,2948250,36,9.42,59,STRUCTURED_LEASE,Performing
EQF-2025-01539,CUST-01539,EQ-005,07-04-2025,5725000,1145000,4580000,48,10.01,99,REJECT,Default
EQF-2025-01540,CUST-01540,EQ-008,07-04-2025,10290000,2572500,7717500,36,7,74.8,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-01541,CUST-01541,EQ-013,07-04-2025,1390000,139000,1251000,36,12.01,56.3,STRUCTURED_LEASE,Performing
EQF-2025-01542,CUST-01542,EQ-006,07-04-2025,2587000,517400,2069600,48,8.42,70.6,REQUIRE_COLLATERAL,Performing
EQF-2025-01543,CUST-01543,EQ-004,07-04-2025,9209000,1381350,7827650,36,11.22,60.3,STRUCTURED_LEASE,Performing
EQF-2025-01544,CUST-01544,EQ-012,07-04-2025,7944000,1986000,5958000,36,11.28,48.8,STRUCTURED_LEASE,Performing
EQF-2025-01545,CUST-01545,EQ-002,07-04-2025,1415000,283000,1132000,24,7,77.5,REQUIRE_COLLATERAL,Default
EQF-2025-01546,CUST-01546,EQ-010,07-04-2025,10970000,1097000,9873000,48,9.58,70.9,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-01547,CUST-01547,EQ-014,07-04-2025,4192000,838400,3353600,48,10.11,57.9,STRUCTURED_LEASE,Performing
EQF-2025-01548,CUST-01548,EQ-008,07-04-2025,5974000,1493500,4480500,48,9.66,60.4,STRUCTURED_LEASE,Performing
EQF-2025-01549,CUST-01549,EQ-009,07-04-2025,7263000,726300,6536700,36,9.5,67.2,REQUIRE_COLLATERAL,Performing
EQF-2025-01550,CUST-01550,EQ-008,07-04-2025,8285000,1242750,7042250,48,8.85,59.6,STRUCTURED_LEASE,Performing
EQF-2025-01551,CUST-01551,EQ-007,07-04-2025,4908000,1227000,3681000,48,8.43,72.5,REQUIRE_COLLATERAL,Performing
EQF-2025-01552,CUST-01552,EQ-008,07-04-2025,9429000,2357250,7071750,36,11.09,78.8,REQUIRE_COLLATERAL,Performing
EQF-2025-01553,CUST-01553,EQ-014,08-04-2025,1522000,152200,1369800,36,10.1,68.3,REQUIRE_COLLATERAL,Performing
EQF-2025-01554,CUST-01554,EQ-015,08-04-2025,4039000,1009750,3029250,48,9.78,86.6,REJECT,Default
EQF-2025-01555,CUST-01555,EQ-006,08-04-2025,1547000,309400,1237600,36,7.1,56,STRUCTURED_LEASE,Performing
EQF-2025-01556,CUST-01556,EQ-009,08-04-2025,1804000,270600,1533400,48,9.11,64.5,STRUCTURED_LEASE,Performing
EQF-2025-01557,CUST-01557,EQ-004,08-04-2025,10184000,2036800,8147200,36,9.42,75.1,REQUIRE_COLLATERAL,Performing
EQF-2025-01558,CUST-01558,EQ-011,08-04-2025,9803000,980300,8822700,48,10.76,66,REQUIRE_COLLATERAL,Performing
EQF-2025-01559,CUST-01559,EQ-014,08-04-2025,3996000,999000,2997000,36,7,65.4,REQUIRE_COLLATERAL,Performing
EQF-2025-01560,CUST-01560,EQ-015,08-04-2025,5160000,774000,4386000,36,7.86,47.2,STRUCTURED_LEASE,Performing
EQF-2025-01561,CUST-01561,EQ-001,08-04-2025,14445000,1444500,13000500,36,12.2,43.2,STRUCTURED_LEASE,Performing
EQF-2025-01562,CUST-01562,EQ-006,08-04-2025,7585000,1517000,6068000,60,8.3,78.3,REQUIRE_COLLATERAL,Performing
EQF-2025-01563,CUST-01563,EQ-013,08-04-2025,3037000,759250,2277750,48,7,58.6,STRUCTURED_LEASE,Performing
EQF-2025-01564,CUST-01564,EQ-012,08-04-2025,7696000,1924000,5772000,48,8.45,32.9,AUTO_APPROVE,Performing
EQF-2025-01565,CUST-01565,EQ-003,08-04-2025,1787000,178700,1608300,48,8.31,73.1,REQUIRE_COLLATERAL,Performing
EQF-2025-01566,CUST-01566,EQ-011,08-04-2025,8404000,1680800,6723200,24,10.48,58.3,STRUCTURED_LEASE,Performing
EQF-2025-01567,CUST-01567,EQ-013,08-04-2025,2593000,648250,1944750,48,10.46,84.7,REJECT,Performing
EQF-2025-01568,CUST-01568,EQ-005,08-04-2025,5417000,1083400,4333600,36,8.05,48.3,STRUCTURED_LEASE,Performing
EQF-2025-01569,CUST-01569,EQ-004,09-04-2025,8157000,1223550,6933450,36,8.93,73.8,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-01570,CUST-01570,EQ-010,09-04-2025,10816000,2704000,8112000,24,10.31,68,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-01571,CUST-01571,EQ-008,09-04-2025,8691000,1303650,7387350,24,10.36,69.8,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-01572,CUST-01572,EQ-009,09-04-2025,6006000,1501500,4504500,24,7.95,70.2,REQUIRE_COLLATERAL,Performing
EQF-2025-01573,CUST-01573,EQ-003,09-04-2025,2473000,247300,2225700,36,8.11,93.6,REJECT,Default
EQF-2025-01574,CUST-01574,EQ-007,09-04-2025,979000,244750,734250,24,12.67,63.7,STRUCTURED_LEASE,Performing
EQF-2025-01575,CUST-01575,EQ-005,09-04-2025,3517000,879250,2637750,48,9.11,75.4,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-01576,CUST-01576,EQ-006,09-04-2025,6879000,1375800,5503200,36,11.74,84,REJECT,Default
EQF-2025-01577,CUST-01577,EQ-009,09-04-2025,2937000,587400,2349600,36,9.84,75.3,REQUIRE_COLLATERAL,Performing
EQF-2025-01578,CUST-01578,EQ-010,09-04-2025,8554000,1283100,7270900,48,11.14,94.2,REJECT,Performing
EQF-2025-01579,CUST-01579,EQ-004,09-04-2025,7428000,1114200,6313800,24,10.44,73.1,REQUIRE_COLLATERAL,Performing
EQF-2025-01580,CUST-01580,EQ-004,09-04-2025,3961000,594150,3366850,48,9.76,89.6,REJECT,Performing
EQF-2025-01581,CUST-01581,EQ-006,09-04-2025,3331000,832750,2498250,48,9.74,74,REQUIRE_COLLATERAL,Performing
EQF-2025-01582,CUST-01582,EQ-012,09-04-2025,9459000,2364750,7094250,36,7.64,41.3,STRUCTURED_LEASE,Performing
EQF-2025-01583,CUST-01583,EQ-008,09-04-2025,6056000,908400,5147600,24,9.25,73.6,REQUIRE_COLLATERAL,Performing
EQF-2025-01584,CUST-01584,EQ-004,09-04-2025,9118000,911800,8206200,24,8.72,69.1,REQUIRE_COLLATERAL,Performing
EQF-2025-01585,CUST-01585,EQ-007,10-04-2025,4619000,461900,4157100,36,9.01,65.8,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-01586,CUST-01586,EQ-005,10-04-2025,5522000,1380500,4141500,24,8.95,36.5,AUTO_APPROVE,Performing
EQF-2025-01587,CUST-01587,EQ-003,10-04-2025,4325000,432500,3892500,36,9.74,77.8,REQUIRE_COLLATERAL,Performing
EQF-2025-01588,CUST-01588,EQ-012,10-04-2025,10189000,1018900,9170100,24,10.46,84.2,REJECT,Performing
EQF-2025-01589,CUST-01589,EQ-012,10-04-2025,14608000,2191200,12416800,48,9.29,98.2,REJECT,Default
EQF-2025-01590,CUST-01590,EQ-014,10-04-2025,2025000,202500,1822500,24,10.93,67.8,REQUIRE_COLLATERAL,Performing
EQF-2025-01591,CUST-01591,EQ-003,10-04-2025,3914000,391400,3522600,48,8.88,57.5,STRUCTURED_LEASE,Performing
EQF-2025-01592,CUST-01592,EQ-007,10-04-2025,2724000,681000,2043000,36,9.63,51.8,STRUCTURED_LEASE,Performing
EQF-2025-01593,CUST-01593,EQ-009,10-04-2025,3453000,863250,2589750,48,13.29,55.6,STRUCTURED_LEASE,Performing
EQF-2025-01594,CUST-01594,EQ-005,10-04-2025,2763000,690750,2072250,36,7.7,49.1,STRUCTURED_LEASE,Performing
