Contract_ID,Origination_Date,Client_Industry,Equipment_Category,Asset_Cost_INR,Down_Payment_INR,Financed_Amount_INR,Tenure_Months,Interest_Rate_Pct,Client_Credit_Score,Athena_Risk_Score,Athena_Recommendation,Loan_Status
EQF-2025-00666,11-02-2025,Manufacturing,Industrial Robotic Arm,6995000,1748750,5246250,24,9.87,725,48.6,STRUCTURED_LEASE,Performing
EQF-2025-00667,11-02-2025,Manufacturing,Industrial Robotic Arm,2844000,711000,2133000,48,8.17,701,62.8,STRUCTURED_LEASE,60_Days_Past_Due
EQF-2025-00668,11-02-2025,Manufacturing,Industrial Robotic Arm,5968000,1492000,4476000,48,8.34,769,43.5,STRUCTURED_LEASE,Performing
EQF-2025-00669,11-02-2025,Manufacturing,Injection Molding Press,6082000,1520500,4561500,36,9.06,706,69.5,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-00670,11-02-2025,Healthcare,Surgical Robot,14495000,2899000,11596000,36,8.75,806,35.6,AUTO_APPROVE,Performing
EQF-2025-00671,11-02-2025,Manufacturing,CNC Milling Unit,6926000,1731500,5194500,60,11.39,749,70.2,REQUIRE_COLLATERAL,Performing
EQF-2025-00672,11-02-2025,IT & Enterprise Tech,Enterprise Server Rack,4979000,746850,4232150,60,9.7,661,87.9,REJECT,Performing
EQF-2025-00673,12-02-2025,Manufacturing,CNC Milling Unit,5221000,522100,4698900,48,10.69,629,80.1,REJECT,Performing
EQF-2025-00674,12-02-2025,Construction,Bulldozer,4088000,817600,3270400,48,7.32,704,55.1,STRUCTURED_LEASE,Performing
EQF-2025-00675,12-02-2025,Healthcare,MRI Scanner,8681000,1302150,7378850,48,7,711,62.8,STRUCTURED_LEASE,Performing
EQF-2025-00676,12-02-2025,IT & Enterprise Tech,Edge AI Compute Cluster,3657000,365700,3291300,48,9.23,599,93.8,REJECT,60_Days_Past_Due
EQF-2025-00677,12-02-2025,Manufacturing,Industrial Robotic Arm,6249000,1249800,4999200,36,7.58,706,58.8,STRUCTURED_LEASE,Performing
EQF-2025-00678,12-02-2025,Healthcare,Surgical Robot,10685000,2671250,8013750,24,9.56,688,64,STRUCTURED_LEASE,Performing
EQF-2025-00679,12-02-2025,IT & Enterprise Tech,Enterprise Server Rack,2849000,569800,2279200,48,8.24,723,67.9,REQUIRE_COLLATERAL,Performing
EQF-2025-00680,12-02-2025,IT & Enterprise Tech,Edge AI Compute Cluster,2180000,545000,1635000,36,9.96,841,33.5,AUTO_APPROVE,Performing
EQF-2025-00681,12-02-2025,Logistics & Fleet,Forklift Fleet,1839000,459750,1379250,24,8.33,601,87.2,REJECT,Performing
EQF-2025-00682,12-02-2025,Healthcare,MRI Scanner,11632000,2908000,8724000,48,10.34,771,51.6,STRUCTURED_LEASE,Performing
EQF-2025-00683,12-02-2025,Manufacturing,Industrial Robotic Arm,6018000,601800,5416200,48,8.18,741,68.4,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-00684,12-02-2025,Logistics & Fleet,Heavy Duty Hauler,3812000,762400,3049600,60,7,677,67,REQUIRE_COLLATERAL,Performing
EQF-2025-00685,12-02-2025,IT & Enterprise Tech,Automated Storage Array,2737000,684250,2052750,36,10.78,711,71,REQUIRE_COLLATERAL,Performing
EQF-2025-00686,12-02-2025,Construction,Hydraulic Excavator,4730000,709500,4020500,60,8.35,769,49.4,STRUCTURED_LEASE,Performing
EQF-2025-00687,12-02-2025,Construction,Bulldozer,8958000,1791600,7166400,36,11.56,717,69.4,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-00688,12-02-2025,Healthcare,MRI Scanner,12510000,1876500,10633500,48,8.54,584,91.7,REJECT,Performing
EQF-2025-00689,13-02-2025,Logistics & Fleet,Electric Delivery Van,2931000,293100,2637900,36,8.27,733,56.1,STRUCTURED_LEASE,Performing
EQF-2025-00690,13-02-2025,Manufacturing,Injection Molding Press,5783000,578300,5204700,24,9.07,756,51.2,STRUCTURED_LEASE,Performing
EQF-2025-00691,13-02-2025,Healthcare,Surgical Robot,8109000,1621800,6487200,36,8.66,683,67.8,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-00692,13-02-2025,Healthcare,Surgical Robot,11721000,1172100,10548900,48,9.69,766,55,STRUCTURED_LEASE,Performing
EQF-2025-00693,13-02-2025,Construction,Hydraulic Excavator,9604000,960400,8643600,36,10.1,771,41.1,STRUCTURED_LEASE,Performing
EQF-2025-00694,13-02-2025,Manufacturing,CNC Milling Unit,6318000,1263600,5054400,48,10.33,794,56.3,STRUCTURED_LEASE,Performing
EQF-2025-00695,13-02-2025,Manufacturing,Industrial Robotic Arm,5088000,763200,4324800,36,9.37,775,55.6,STRUCTURED_LEASE,Performing
EQF-2025-00696,13-02-2025,Construction,Bulldozer,6399000,1599750,4799250,24,7.25,850,22.6,AUTO_APPROVE,Performing
EQF-2025-00697,13-02-2025,Healthcare,Surgical Robot,11066000,2213200,8852800,48,12.09,785,58.1,STRUCTURED_LEASE,Performing
EQF-2025-00698,13-02-2025,Construction,Hydraulic Excavator,8278000,1655600,6622400,60,8.95,721,72.9,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-00699,13-02-2025,Manufacturing,CNC Milling Unit,5411000,1352750,4058250,36,8.87,762,52.7,STRUCTURED_LEASE,Performing
EQF-2025-00700,13-02-2025,Construction,Tower Crane,7812000,1171800,6640200,48,9.37,718,61.4,STRUCTURED_LEASE,Performing
EQF-2025-00701,13-02-2025,Construction,Tower Crane,3321000,830250,2490750,60,9.11,693,66.6,REQUIRE_COLLATERAL,Performing
EQF-2025-00702,13-02-2025,Manufacturing,CNC Milling Unit,8162000,2040500,6121500,48,7,642,78.7,REQUIRE_COLLATERAL,Performing
EQF-2025-00703,13-02-2025,Healthcare,Surgical Robot,12699000,1904850,10794150,48,10.36,702,70.4,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-00704,13-02-2025,Manufacturing,Industrial Robotic Arm,4117000,617550,3499450,36,8.27,768,47,STRUCTURED_LEASE,Performing
EQF-2025-00705,14-02-2025,Manufacturing,CNC Milling Unit,5440000,1360000,4080000,36,9.01,657,69.3,REQUIRE_COLLATERAL,Performing
EQF-2025-00706,14-02-2025,IT & Enterprise Tech,Enterprise Server Rack,1046000,261500,784500,36,12.14,737,60.7,STRUCTURED_LEASE,Performing
EQF-2025-00707,14-02-2025,Healthcare,Surgical Robot,4454000,890800,3563200,36,10.92,688,72.1,REQUIRE_COLLATERAL,Performing
EQF-2025-00708,14-02-2025,Logistics & Fleet,Heavy Duty Hauler,2153000,322950,1830050,48,11.92,713,69.3,REQUIRE_COLLATERAL,Performing
EQF-2025-00709,14-02-2025,Healthcare,MRI Scanner,11587000,1158700,10428300,36,8.48,709,60.6,STRUCTURED_LEASE,Performing
EQF-2025-00710,14-02-2025,Logistics & Fleet,Electric Delivery Van,4438000,665700,3772300,24,10.6,726,57.6,STRUCTURED_LEASE,Performing
EQF-2025-00711,14-02-2025,Logistics & Fleet,Heavy Duty Hauler,3325000,831250,2493750,60,10.1,850,43.5,STRUCTURED_LEASE,Performing
EQF-2025-00712,14-02-2025,Construction,Hydraulic Excavator,7023000,1755750,5267250,48,9.42,679,65.6,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-00713,14-02-2025,Construction,Tower Crane,5920000,1480000,4440000,60,8.37,711,65.2,REQUIRE_COLLATERAL,Performing
EQF-2025-00714,14-02-2025,Healthcare,Surgical Robot,5778000,1444500,4333500,48,11.13,699,66.6,REQUIRE_COLLATERAL,Performing
EQF-2025-00715,14-02-2025,Healthcare,Surgical Robot,5302000,530200,4771800,24,8.73,616,78.7,REQUIRE_COLLATERAL,Performing
EQF-2025-00716,14-02-2025,IT & Enterprise Tech,Edge AI Compute Cluster,4756000,713400,4042600,48,9.7,769,49.5,STRUCTURED_LEASE,Performing
EQF-2025-00717,14-02-2025,Logistics & Fleet,Electric Delivery Van,4725000,472500,4252500,48,10.87,659,85,REJECT,Performing
EQF-2025-00718,14-02-2025,IT & Enterprise Tech,Automated Storage Array,3183000,318300,2864700,36,8.03,803,36.8,AUTO_APPROVE,Performing
EQF-2025-00719,14-02-2025,Manufacturing,Injection Molding Press,6116000,1529000,4587000,36,7.87,662,66.6,REQUIRE_COLLATERAL,Performing
EQF-2025-00720,14-02-2025,Logistics & Fleet,Forklift Fleet,4675000,467500,4207500,36,13.27,738,60.5,STRUCTURED_LEASE,Performing
EQF-2025-00721,15-02-2025,IT & Enterprise Tech,Automated Storage Array,1269000,317250,951750,48,8.21,826,39,AUTO_APPROVE,Performing
EQF-2025-00722,15-02-2025,Manufacturing,Injection Molding Press,6893000,1723250,5169750,36,11.93,743,54.2,STRUCTURED_LEASE,Performing
EQF-2025-00723,15-02-2025,Manufacturing,Industrial Robotic Arm,5818000,1454500,4363500,48,9.42,675,73.2,REQUIRE_COLLATERAL,Performing
EQF-2025-00724,15-02-2025,Logistics & Fleet,Heavy Duty Hauler,3475000,347500,3127500,36,8.86,655,72.6,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-00725,15-02-2025,Construction,Bulldozer,4987000,1246750,3740250,36,9.01,571,89.4,REJECT,Default
EQF-2025-00726,15-02-2025,Logistics & Fleet,Forklift Fleet,3799000,379900,3419100,24,9.41,689,64.4,STRUCTURED_LEASE,Performing
EQF-2025-00727,15-02-2025,Manufacturing,CNC Milling Unit,7064000,1059600,6004400,24,11.51,621,80.6,REJECT,Default
EQF-2025-00728,15-02-2025,Logistics & Fleet,Heavy Duty Hauler,1629000,407250,1221750,36,10.63,711,66.2,REQUIRE_COLLATERAL,Performing
EQF-2025-00729,15-02-2025,Manufacturing,CNC Milling Unit,5235000,1047000,4188000,36,9.18,685,64.6,STRUCTURED_LEASE,Performing
EQF-2025-00730,15-02-2025,Manufacturing,CNC Milling Unit,2209000,441800,1767200,36,7,719,51.3,STRUCTURED_LEASE,Performing
EQF-2025-00731,15-02-2025,Manufacturing,CNC Milling Unit,7608000,1521600,6086400,60,9.53,638,86.9,REJECT,Performing
EQF-2025-00732,15-02-2025,Logistics & Fleet,Heavy Duty Hauler,3129000,625800,2503200,48,9.7,679,77.4,REQUIRE_COLLATERAL,Performing
EQF-2025-00733,15-02-2025,Logistics & Fleet,Electric Delivery Van,4270000,854000,3416000,48,11.39,747,76.4,REQUIRE_COLLATERAL,Performing
EQF-2025-00734,15-02-2025,Construction,Hydraulic Excavator,5629000,562900,5066100,60,7.29,732,58.3,STRUCTURED_LEASE,Performing
EQF-2025-00735,15-02-2025,Healthcare,MRI Scanner,5376000,806400,4569600,60,8.76,593,97.7,REJECT,60_Days_Past_Due
EQF-2025-00736,15-02-2025,IT & Enterprise Tech,Edge AI Compute Cluster,1016000,101600,914400,60,8.71,763,54.1,STRUCTURED_LEASE,Performing
EQF-2025-00737,16-02-2025,Healthcare,MRI Scanner,7097000,1774250,5322750,24,9.42,642,77.5,REQUIRE_COLLATERAL,Performing
EQF-2025-00738,16-02-2025,Logistics & Fleet,Forklift Fleet,2128000,319200,1808800,48,9.64,611,94.7,REJECT,Default
EQF-2025-00739,16-02-2025,Healthcare,Surgical Robot,10164000,1524600,8639400,48,10.16,696,71.3,REQUIRE_COLLATERAL,Performing
EQF-2025-00740,16-02-2025,Healthcare,MRI Scanner,4239000,635850,3603150,48,7,850,33.4,AUTO_APPROVE,Performing
EQF-2025-00741,16-02-2025,Construction,Tower Crane,6925000,1038750,5886250,48,9.76,688,73.7,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-00742,16-02-2025,Healthcare,Surgical Robot,8309000,1661800,6647200,24,9.87,717,58.2,STRUCTURED_LEASE,Performing
EQF-2025-00743,16-02-2025,Logistics & Fleet,Electric Delivery Van,3393000,848250,2544750,60,9.61,755,57.9,STRUCTURED_LEASE,Performing
EQF-2025-00744,16-02-2025,Construction,Bulldozer,8471000,1270650,7200350,36,9.23,654,72.5,REQUIRE_COLLATERAL,Performing
EQF-2025-00745,16-02-2025,Manufacturing,CNC Milling Unit,5939000,890850,5048150,36,7,730,46,STRUCTURED_LEASE,Performing
EQF-2025-00746,16-02-2025,IT & Enterprise Tech,Edge AI Compute Cluster,5920000,1184000,4736000,36,10.35,656,81.4,REJECT,60_Days_Past_Due
EQF-2025-00747,16-02-2025,Healthcare,Digital X-Ray System,5521000,552100,4968900,36,8.04,746,60.7,STRUCTURED_LEASE,Performing
EQF-2025-00748,16-02-2025,Construction,Tower Crane,6153000,615300,5537700,36,10.42,736,51.8,STRUCTURED_LEASE,Performing
EQF-2025-00749,16-02-2025,IT & Enterprise Tech,Automated Storage Array,3009000,300900,2708100,36,11.38,730,67.4,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-00750,16-02-2025,Construction,Bulldozer,6045000,1511250,4533750,60,7,721,61.6,STRUCTURED_LEASE,Performing
EQF-2025-00751,16-02-2025,Manufacturing,Injection Molding Press,6147000,614700,5532300,36,10.37,840,32.6,AUTO_APPROVE,Performing
EQF-2025-00752,16-02-2025,IT & Enterprise Tech,Enterprise Server Rack,3347000,502050,2844950,48,7.65,725,59.4,STRUCTURED_LEASE,Performing
EQF-2025-00753,17-02-2025,Construction,Bulldozer,6898000,1379600,5518400,48,9.44,744,54.5,STRUCTURED_LEASE,Performing
EQF-2025-00754,17-02-2025,Healthcare,MRI Scanner,8756000,1751200,7004800,48,9.31,734,61.6,STRUCTURED_LEASE,Performing
EQF-2025-00755,17-02-2025,Manufacturing,Industrial Robotic Arm,8442000,844200,7597800,36,10.63,644,78,REQUIRE_COLLATERAL,Performing
EQF-2025-00756,17-02-2025,Logistics & Fleet,Electric Delivery Van,4725000,945000,3780000,48,10.41,660,77.4,REQUIRE_COLLATERAL,Default
EQF-2025-00757,17-02-2025,Construction,Hydraulic Excavator,5116000,767400,4348600,24,9.89,639,81.3,REJECT,Default
EQF-2025-00758,17-02-2025,Construction,Bulldozer,3449000,344900,3104100,24,7.03,659,55.9,STRUCTURED_LEASE,Performing
EQF-2025-00759,17-02-2025,IT & Enterprise Tech,Enterprise Server Rack,5167000,775050,4391950,48,7,677,65,REQUIRE_COLLATERAL,Performing
EQF-2025-00760,17-02-2025,Logistics & Fleet,Electric Delivery Van,4989000,1247250,3741750,60,10.87,696,65.9,REQUIRE_COLLATERAL,Performing
EQF-2025-00761,17-02-2025,Manufacturing,Industrial Robotic Arm,3548000,532200,3015800,48,10.62,696,72.3,REQUIRE_COLLATERAL,Performing
EQF-2025-00762,17-02-2025,Healthcare,MRI Scanner,7936000,1190400,6745600,24,8,747,45,STRUCTURED_LEASE,Performing
EQF-2025-00763,17-02-2025,Manufacturing,Injection Molding Press,8091000,1213650,6877350,36,10.02,797,40.9,STRUCTURED_LEASE,Performing
EQF-2025-00764,17-02-2025,Logistics & Fleet,Forklift Fleet,3902000,585300,3316700,24,9.19,784,43.4,STRUCTURED_LEASE,Performing
EQF-2025-00765,17-02-2025,Manufacturing,CNC Milling Unit,3569000,892250,2676750,48,11.13,728,68.8,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-00766,17-02-2025,Construction,Hydraulic Excavator,7439000,743900,6695100,36,9.63,656,80.6,REJECT,Default
EQF-2025-00767,17-02-2025,Logistics & Fleet,Forklift Fleet,4788000,718200,4069800,60,10.85,778,72.4,REQUIRE_COLLATERAL,Performing
EQF-2025-00768,17-02-2025,IT & Enterprise Tech,Edge AI Compute Cluster,5021000,502100,4518900,24,8.58,674,61.9,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-00769,18-02-2025,Healthcare,MRI Scanner,12160000,2432000,9728000,24,9.93,738,50.3,STRUCTURED_LEASE,60_Days_Past_Due
EQF-2025-00770,18-02-2025,Logistics & Fleet,Forklift Fleet,4001000,600150,3400850,36,8.88,728,57.2,STRUCTURED_LEASE,Performing
EQF-2025-00771,18-02-2025,Manufacturing,Injection Molding Press,2746000,411900,2334100,36,8.57,641,76.1,REQUIRE_COLLATERAL,Performing
EQF-2025-00772,18-02-2025,Logistics & Fleet,Electric Delivery Van,4334000,866800,3467200,48,7,675,77,REQUIRE_COLLATERAL,Performing
EQF-2025-00773,18-02-2025,Manufacturing,Industrial Robotic Arm,3433000,343300,3089700,60,10.89,743,68.1,REQUIRE_COLLATERAL,Performing
EQF-2025-00774,18-02-2025,Healthcare,Digital X-Ray System,14234000,3558500,10675500,24,12.12,700,62.1,STRUCTURED_LEASE,Performing
EQF-2025-00775,18-02-2025,Logistics & Fleet,Electric Delivery Van,2586000,387900,2198100,36,7.42,850,22.1,AUTO_APPROVE,Performing
EQF-2025-00776,18-02-2025,Manufacturing,Industrial Robotic Arm,7504000,1500800,6003200,60,10.54,681,81.8,REJECT,Default
EQF-2025-00777,18-02-2025,Manufacturing,CNC Milling Unit,3364000,672800,2691200,48,10.48,644,81.7,REJECT,Default
EQF-2025-00778,18-02-2025,Logistics & Fleet,Forklift Fleet,3155000,473250,2681750,60,8.73,714,74.2,REQUIRE_COLLATERAL,Performing
EQF-2025-00779,18-02-2025,Logistics & Fleet,Heavy Duty Hauler,1606000,160600,1445400,36,8.39,689,67.3,REQUIRE_COLLATERAL,Performing
EQF-2025-00780,18-02-2025,Construction,Hydraulic Excavator,8111000,811100,7299900,36,11.27,598,85.8,REJECT,Performing
EQF-2025-00781,18-02-2025,Logistics & Fleet,Heavy Duty Hauler,4377000,656550,3720450,36,11.11,764,48.3,STRUCTURED_LEASE,Performing
EQF-2025-00782,18-02-2025,Construction,Hydraulic Excavator,8607000,1721400,6885600,36,10.18,774,51.6,STRUCTURED_LEASE,Performing
EQF-2025-00783,18-02-2025,Healthcare,MRI Scanner,9756000,1463400,8292600,48,8.72,765,50.6,STRUCTURED_LEASE,Performing
EQF-2025-00784,18-02-2025,Healthcare,Digital X-Ray System,4496000,1124000,3372000,36,11.13,730,67.4,REQUIRE_COLLATERAL,Performing
EQF-2025-00785,19-02-2025,Manufacturing,Industrial Robotic Arm,8034000,2008500,6025500,48,8.25,701,67,REQUIRE_COLLATERAL,Performing
EQF-2025-00786,19-02-2025,IT & Enterprise Tech,Automated Storage Array,4469000,446900,4022100,36,11.63,721,66.4,REQUIRE_COLLATERAL,Performing
EQF-2025-00787,19-02-2025,Construction,Hydraulic Excavator,8840000,2210000,6630000,48,11.95,702,67.1,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-00788,19-02-2025,Healthcare,Surgical Robot,12741000,2548200,10192800,24,11.27,668,69.6,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-00789,19-02-2025,Construction,Tower Crane,8856000,2214000,6642000,36,10.01,810,41.4,STRUCTURED_LEASE,Performing
EQF-2025-00790,19-02-2025,IT & Enterprise Tech,Edge AI Compute Cluster,3094000,464100,2629900,48,7,792,33.2,AUTO_APPROVE,Performing
EQF-2025-00791,19-02-2025,Manufacturing,Industrial Robotic Arm,6635000,1327000,5308000,24,9.22,752,52.2,STRUCTURED_LEASE,Performing
EQF-2025-00792,19-02-2025,Construction,Hydraulic Excavator,7813000,781300,7031700,36,12.15,682,78.8,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-00793,19-02-2025,Construction,Hydraulic Excavator,9759000,975900,8783100,36,10.91,748,54.6,STRUCTURED_LEASE,Performing
EQF-2025-00794,19-02-2025,Construction,Tower Crane,9321000,2330250,6990750,60,10.15,694,81,REJECT,Default
EQF-2025-00795,19-02-2025,Manufacturing,Injection Molding Press,1790000,179000,1611000,48,8.48,691,74.2,REQUIRE_COLLATERAL,Performing
EQF-2025-00796,19-02-2025,IT & Enterprise Tech,Automated Storage Array,2770000,415500,2354500,48,11.04,708,72.5,REQUIRE_COLLATERAL,Performing
EQF-2025-00797,19-02-2025,IT & Enterprise Tech,Edge AI Compute Cluster,981000,196200,784800,60,7.14,738,58,STRUCTURED_LEASE,Performing
EQF-2025-00798,19-02-2025,Construction,Bulldozer,3368000,505200,2862800,60,9.24,683,80,REJECT,Default
EQF-2025-00799,19-02-2025,Logistics & Fleet,Electric Delivery Van,3485000,522750,2962250,48,12.11,700,66.6,REQUIRE_COLLATERAL,Performing
EQF-2025-00800,19-02-2025,IT & Enterprise Tech,Automated Storage Array,5344000,801600,4542400,48,8.29,795,45.1,STRUCTURED_LEASE,Performing
EQF-2025-00801,20-02-2025,Logistics & Fleet,Electric Delivery Van,1655000,248250,1406750,48,10.41,601,87.9,REJECT,Default
EQF-2025-00802,20-02-2025,Manufacturing,Injection Molding Press,4658000,931600,3726400,36,7,776,39.2,AUTO_APPROVE,Performing
EQF-2025-00803,20-02-2025,Construction,Hydraulic Excavator,10242000,2048400,8193600,60,8.52,701,71.8,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-00804,20-02-2025,Construction,Tower Crane,9422000,1413300,8008700,48,9.77,680,69.3,REQUIRE_COLLATERAL,Performing
EQF-2025-00805,20-02-2025,Healthcare,Digital X-Ray System,9716000,1457400,8258600,36,10.03,690,60.4,STRUCTURED_LEASE,60_Days_Past_Due
EQF-2025-00806,20-02-2025,Logistics & Fleet,Forklift Fleet,4132000,413200,3718800,24,12.6,710,76.8,REQUIRE_COLLATERAL,Performing
EQF-2025-00807,20-02-2025,IT & Enterprise Tech,Edge AI Compute Cluster,3518000,351800,3166200,24,8.74,770,41,STRUCTURED_LEASE,Performing
EQF-2025-00808,20-02-2025,IT & Enterprise Tech,Edge AI Compute Cluster,1622000,324400,1297600,36,10.39,721,57.8,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-00809,20-02-2025,Construction,Tower Crane,3560000,356000,3204000,36,10.35,678,77.4,REQUIRE_COLLATERAL,Performing
EQF-2025-00810,20-02-2025,Manufacturing,CNC Milling Unit,2819000,563800,2255200,36,8.62,754,47.9,STRUCTURED_LEASE,60_Days_Past_Due
EQF-2025-00811,20-02-2025,IT & Enterprise Tech,Enterprise Server Rack,2625000,525000,2100000,36,10.93,703,60.8,STRUCTURED_LEASE,Performing
EQF-2025-00812,20-02-2025,Logistics & Fleet,Forklift Fleet,4736000,1184000,3552000,48,10.5,744,56.2,STRUCTURED_LEASE,Performing
EQF-2025-00813,20-02-2025,Manufacturing,CNC Milling Unit,7098000,1419600,5678400,36,9.09,727,55.7,STRUCTURED_LEASE,Performing
EQF-2025-00814,20-02-2025,IT & Enterprise Tech,Automated Storage Array,3051000,305100,2745900,36,9.79,640,73.2,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-00815,20-02-2025,IT & Enterprise Tech,Enterprise Server Rack,3364000,841000,2523000,36,8.06,747,47,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-00816,20-02-2025,Construction,Bulldozer,4758000,475800,4282200,60,8.17,603,88.1,REJECT,60_Days_Past_Due
EQF-2025-00817,21-02-2025,Construction,Hydraulic Excavator,8487000,1697400,6789600,36,9.47,703,68.8,REQUIRE_COLLATERAL,Performing
EQF-2025-00818,21-02-2025,Healthcare,MRI Scanner,12830000,2566000,10264000,36,10.62,644,89.8,REJECT,Performing
EQF-2025-00819,21-02-2025,Manufacturing,Injection Molding Press,3172000,475800,2696200,48,9,581,98.9,REJECT,Performing
EQF-2025-00820,21-02-2025,Healthcare,Digital X-Ray System,4460000,892000,3568000,36,8.58,726,55.8,STRUCTURED_LEASE,Performing
EQF-2025-00821,21-02-2025,Logistics & Fleet,Electric Delivery Van,3571000,892750,2678250,36,9.15,764,42.8,STRUCTURED_LEASE,Performing
EQF-2025-00822,21-02-2025,Manufacturing,CNC Milling Unit,5438000,1087600,4350400,36,10.74,707,69.4,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-00823,21-02-2025,Healthcare,Surgical Robot,8423000,1263450,7159550,48,7.47,793,38.3,AUTO_APPROVE,Performing
EQF-2025-00824,21-02-2025,Healthcare,Digital X-Ray System,11083000,2216600,8866400,48,10.79,710,67.1,REQUIRE_COLLATERAL,Performing
EQF-2025-00825,21-02-2025,Construction,Bulldozer,7180000,1436000,5744000,48,10.27,721,73.5,REQUIRE_COLLATERAL,Performing
EQF-2025-00826,21-02-2025,IT & Enterprise Tech,Edge AI Compute Cluster,2103000,420600,1682400,36,7.47,655,78.7,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-00827,21-02-2025,Healthcare,Surgical Robot,8375000,1256250,7118750,48,9.15,747,58.1,STRUCTURED_LEASE,Performing
EQF-2025-00828,21-02-2025,Healthcare,MRI Scanner,8709000,870900,7838100,36,10.45,744,63.2,STRUCTURED_LEASE,Performing
EQF-2025-00829,21-02-2025,Logistics & Fleet,Forklift Fleet,4545000,909000,3636000,36,7,682,69.1,REQUIRE_COLLATERAL,Performing
EQF-2025-00830,21-02-2025,Construction,Tower Crane,10668000,2667000,8001000,36,7.95,626,80.9,REJECT,Performing
EQF-2025-00831,21-02-2025,Manufacturing,CNC Milling Unit,7751000,1162650,6588350,48,7.22,612,81.3,REJECT,Performing
EQF-2025-00832,21-02-2025,Construction,Bulldozer,8613000,2153250,6459750,24,8.63,775,39.9,AUTO_APPROVE,Performing
EQF-2025-00833,22-02-2025,Manufacturing,Industrial Robotic Arm,5595000,1119000,4476000,48,11.06,634,86.5,REJECT,Performing
EQF-2025-00834,22-02-2025,Manufacturing,CNC Milling Unit,6325000,948750,5376250,60,10.7,808,44.4,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-00835,22-02-2025,Construction,Bulldozer,10482000,2096400,8385600,36,8.74,659,69.7,REQUIRE_COLLATERAL,Performing
EQF-2025-00836,22-02-2025,Healthcare,Digital X-Ray System,6750000,1687500,5062500,36,11.04,690,73.3,REQUIRE_COLLATERAL,Performing
EQF-2025-00837,22-02-2025,IT & Enterprise Tech,Automated Storage Array,3583000,537450,3045550,36,10.5,850,30.8,AUTO_APPROVE,Performing
EQF-2025-00838,22-02-2025,Healthcare,Surgical Robot,11586000,1158600,10427400,36,11.41,679,81.2,REJECT,60_Days_Past_Due
EQF-2025-00839,22-02-2025,Construction,Hydraulic Excavator,8274000,827400,7446600,24,9.37,647,73.7,REQUIRE_COLLATERAL,Performing
EQF-2025-00840,22-02-2025,Construction,Hydraulic Excavator,4644000,464400,4179600,60,10.31,687,80.5,REJECT,Default
EQF-2025-00841,22-02-2025,Manufacturing,Industrial Robotic Arm,5607000,1121400,4485600,36,14.5,611,94.2,REJECT,Performing
EQF-2025-00842,22-02-2025,Logistics & Fleet,Heavy Duty Hauler,4224000,633600,3590400,48,9.04,691,72.4,REQUIRE_COLLATERAL,Performing
EQF-2025-00843,22-02-2025,Manufacturing,Industrial Robotic Arm,4826000,1206500,3619500,24,9.4,714,52.2,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-00844,22-02-2025,IT & Enterprise Tech,Automated Storage Array,4925000,1231250,3693750,48,9.26,774,53.6,STRUCTURED_LEASE,Performing
EQF-2025-00845,22-02-2025,Manufacturing,Injection Molding Press,4019000,803800,3215200,60,9.36,743,64.7,STRUCTURED_LEASE,60_Days_Past_Due
EQF-2025-00846,22-02-2025,Healthcare,Digital X-Ray System,14326000,2865200,11460800,48,10.34,719,72.4,REQUIRE_COLLATERAL,Performing
EQF-2025-00847,22-02-2025,Manufacturing,Injection Molding Press,5237000,1309250,3927750,60,9.59,849,29.3,AUTO_APPROVE,Performing
EQF-2025-00848,22-02-2025,IT & Enterprise Tech,Enterprise Server Rack,3899000,584850,3314150,36,7.45,749,46.1,STRUCTURED_LEASE,Performing
EQF-2025-00849,23-02-2025,Construction,Bulldozer,2767000,553400,2213600,36,9.53,803,33.2,AUTO_APPROVE,Performing
EQF-2025-00850,23-02-2025,Construction,Hydraulic Excavator,3947000,592050,3354950,48,8.71,767,47.6,STRUCTURED_LEASE,Performing
