Client_ID,Client_Industry,Client_Credit_Score
CUST-00846,Healthcare,719
CUST-00847,Manufacturing,849
CUST-00848,IT & Enterprise Tech,749
CUST-00849,Construction,803
CUST-00850,Construction,767
CUST-00851,Manufacturing,800
CUST-00852,Logistics & Fleet,784
CUST-00853,Manufacturing,764
CUST-00854,IT & Enterprise Tech,749
CUST-00855,Manufacturing,806
CUST-00856,Manufacturing,671
CUST-00857,Manufacturing,662
CUST-00858,Construction,606
CUST-00859,Construction,744
CUST-00860,Manufacturing,785
CUST-00861,Logistics & Fleet,642
CUST-00862,Construction,662
CUST-00863,Construction,803
CUST-00864,Healthcare,755
CUST-00865,Healthcare,752
CUST-00866,Construction,736
CUST-00867,Manufacturing,696
CUST-00868,Manufacturing,608
CUST-00869,IT & Enterprise Tech,748
CUST-00870,IT & Enterprise Tech,848
CUST-00871,Healthcare,729
CUST-00872,Healthcare,635
CUST-00873,Construction,696
CUST-00874,Healthcare,771
CUST-00875,Manufacturing,779
CUST-00876,Manufacturing,811
CUST-00877,Logistics & Fleet,778
CUST-00878,Logistics & Fleet,580
CUST-00879,Manufacturing,724
CUST-00880,Manufacturing,616
CUST-00881,Manufacturing,751
CUST-00882,Logistics & Fleet,757
CUST-00883,Manufacturing,656
CUST-00884,Manufacturing,690
CUST-00885,Logistics & Fleet,668
CUST-00886,Manufacturing,763
CUST-00887,Logistics & Fleet,704
CUST-00888,Manufacturing,668
CUST-00889,Manufacturing,761
CUST-00890,Manufacturing,749
CUST-00891,Logistics & Fleet,763
CUST-00892,IT & Enterprise Tech,609
CUST-00893,Logistics & Fleet,672
CUST-00894,Healthcare,754
CUST-00895,Logistics & Fleet,601
CUST-00896,Manufacturing,603
CUST-00897,Healthcare,662
CUST-00898,IT & Enterprise Tech,760
CUST-00899,Manufacturing,710
CUST-00900,Manufacturing,742
CUST-00901,Manufacturing,646
CUST-00902,Manufacturing,645
CUST-00903,Manufacturing,800
CUST-00904,Construction,737
CUST-00905,Healthcare,640
CUST-00906,IT & Enterprise Tech,581
CUST-00907,Logistics & Fleet,618
CUST-00908,Healthcare,641
CUST-00909,Healthcare,627
CUST-00910,Healthcare,707
CUST-00911,Construction,753
CUST-00912,Healthcare,704
CUST-00913,Construction,680
CUST-00914,Healthcare,732
CUST-00915,Construction,688
CUST-00916,Healthcare,598
CUST-00917,Healthcare,723
CUST-00918,IT & Enterprise Tech,735
CUST-00919,Logistics & Fleet,788
CUST-00920,Manufacturing,769
CUST-00921,IT & Enterprise Tech,673
CUST-00922,Construction,695
CUST-00923,IT & Enterprise Tech,712
CUST-00924,Logistics & Fleet,723
CUST-00925,Healthcare,807
CUST-00926,Manufacturing,705
CUST-00927,Healthcare,676
CUST-00928,Construction,790
CUST-00929,Construction,789
CUST-00930,Healthcare,768
CUST-00931,Manufacturing,605
CUST-00932,Logistics & Fleet,715
CUST-00933,IT & Enterprise Tech,694
CUST-00934,Construction,738
CUST-00935,Manufacturing,653
CUST-00936,Healthcare,763
CUST-00937,Manufacturing,733
CUST-00938,IT & Enterprise Tech,766
CUST-00939,Manufacturing,661
CUST-00940,Construction,727
CUST-00941,Healthcare,761
CUST-00942,Construction,550
CUST-00943,Logistics & Fleet,753
CUST-00944,Logistics & Fleet,686
CUST-00945,Manufacturing,708
CUST-00946,Manufacturing,791
CUST-00947,Manufacturing,780
CUST-00948,IT & Enterprise Tech,672
CUST-00949,IT & Enterprise Tech,600
CUST-00950,Construction,705
CUST-00951,Construction,779
CUST-00952,Logistics & Fleet,795
CUST-00953,Manufacturing,573
CUST-00954,IT & Enterprise Tech,748
CUST-00955,Healthcare,740
CUST-00956,Healthcare,760
CUST-00957,Construction,710
CUST-00958,Manufacturing,594
CUST-00959,Manufacturing,680
CUST-00960,Logistics & Fleet,650
CUST-00961,Manufacturing,642
CUST-00962,Construction,760
CUST-00963,Manufacturing,698
CUST-00964,Healthcare,735
CUST-00965,Healthcare,778
CUST-00966,Healthcare,597
CUST-00967,Logistics & Fleet,814
CUST-00968,Healthcare,826
CUST-00969,Construction,594
CUST-00970,Construction,755
CUST-00971,Logistics & Fleet,839
CUST-00972,IT & Enterprise Tech,619
CUST-00973,Logistics & Fleet,633
CUST-00974,Manufacturing,762
CUST-00975,Manufacturing,739
CUST-00976,Healthcare,724
CUST-00977,Construction,693
CUST-00978,Manufacturing,720
CUST-00979,Construction,550
CUST-00980,Construction,632
CUST-00981,Healthcare,702
CUST-00982,Logistics & Fleet,572
CUST-00983,Manufacturing,700
CUST-00984,Manufacturing,708
CUST-00985,Logistics & Fleet,662
CUST-00986,Construction,665
CUST-00987,Logistics & Fleet,642
CUST-00988,Healthcare,678
CUST-00989,Manufacturing,733
CUST-00990,Logistics & Fleet,737
CUST-00991,Logistics & Fleet,776
CUST-00992,Logistics & Fleet,699
CUST-00993,Healthcare,739
CUST-00994,Construction,615
CUST-00995,Healthcare,723
CUST-00996,Manufacturing,695
CUST-00997,IT & Enterprise Tech,742
CUST-00998,Manufacturing,691
CUST-00999,IT & Enterprise Tech,685
CUST-01000,Healthcare,656
CUST-01001,Manufacturing,775
CUST-01002,Construction,670
CUST-01003,IT & Enterprise Tech,831
CUST-01004,Logistics & Fleet,624
CUST-01005,Logistics & Fleet,786
CUST-01006,Logistics & Fleet,568
CUST-01007,Logistics & Fleet,698
CUST-01008,Logistics & Fleet,671
CUST-01009,Manufacturing,738
CUST-01010,Construction,763
CUST-01011,Manufacturing,835
CUST-01012,IT & Enterprise Tech,675
CUST-01013,IT & Enterprise Tech,662
CUST-01014,Manufacturing,767
CUST-01015,Logistics & Fleet,701
CUST-01016,IT & Enterprise Tech,668
CUST-01017,Manufacturing,681
CUST-01018,Construction,663
CUST-01019,IT & Enterprise Tech,601
CUST-01020,Manufacturing,811
CUST-01021,Logistics & Fleet,741
CUST-01022,Healthcare,605
CUST-01023,IT & Enterprise Tech,807
CUST-01024,IT & Enterprise Tech,721
CUST-01025,IT & Enterprise Tech,696
CUST-01026,Construction,744
CUST-01027,IT & Enterprise Tech,681
CUST-01028,Logistics & Fleet,624
CUST-01029,Healthcare,674
CUST-01030,Logistics & Fleet,705
CUST-01031,Manufacturing,651
CUST-01032,Construction,743
CUST-01033,Manufacturing,793
CUST-01034,Manufacturing,686
CUST-01035,Manufacturing,561
CUST-01036,Logistics & Fleet,699
CUST-01037,Healthcare,654
CUST-01038,Logistics & Fleet,696
CUST-01039,Manufacturing,695
CUST-01040,Healthcare,654
CUST-01041,Construction,621
CUST-01042,Logistics & Fleet,710
CUST-01043,Healthcare,660
CUST-01044,Construction,823
CUST-01045,IT & Enterprise Tech,726
CUST-01046,Construction,662
CUST-01047,Manufacturing,679
CUST-01048,Manufacturing,700
CUST-01049,IT & Enterprise Tech,716
CUST-01050,Manufacturing,750
CUST-01051,IT & Enterprise Tech,784
CUST-01052,Construction,705
CUST-01053,IT & Enterprise Tech,739
CUST-01054,Logistics & Fleet,737
CUST-01055,IT & Enterprise Tech,716
CUST-01056,Healthcare,696
CUST-01057,Logistics & Fleet,719
CUST-01058,Healthcare,667
CUST-01059,Construction,636
CUST-01060,Construction,803
CUST-01061,IT & Enterprise Tech,724
CUST-01062,IT & Enterprise Tech,727
CUST-01063,Logistics & Fleet,695
CUST-01064,Healthcare,742
CUST-01065,Healthcare,698
CUST-01066,Logistics & Fleet,611
CUST-01067,Manufacturing,675
CUST-01068,Manufacturing,748
CUST-01069,Healthcare,671
CUST-01070,Healthcare,590
CUST-01071,Healthcare,690
CUST-01072,Manufacturing,597
CUST-01073,Manufacturing,689
CUST-01074,Manufacturing,787
CUST-01075,IT & Enterprise Tech,627
CUST-01076,Healthcare,752
CUST-01077,Healthcare,821
CUST-01078,Logistics & Fleet,792
CUST-01079,Manufacturing,695
CUST-01080,IT & Enterprise Tech,650
CUST-01081,Logistics & Fleet,721
CUST-01082,Manufacturing,722
CUST-01083,Healthcare,769
CUST-01084,IT & Enterprise Tech,713
CUST-01085,IT & Enterprise Tech,736
CUST-01086,Construction,650
CUST-01087,Construction,758
CUST-01088,Manufacturing,627
CUST-01089,IT & Enterprise Tech,669
CUST-01090,Manufacturing,749
CUST-01091,IT & Enterprise Tech,793
CUST-01092,Construction,754
CUST-01093,Construction,707
CUST-01094,Construction,708
CUST-01095,Manufacturing,650
CUST-01096,Manufacturing,685
CUST-01097,Manufacturing,585
CUST-01098,Manufacturing,817
CUST-01099,Logistics & Fleet,850
CUST-01100,Healthcare,583
CUST-01101,Manufacturing,616
CUST-01102,IT & Enterprise Tech,798
CUST-01103,IT & Enterprise Tech,658
CUST-01104,IT & Enterprise Tech,800
CUST-01105,IT & Enterprise Tech,759
CUST-01106,Manufacturing,689
CUST-01107,Healthcare,771
CUST-01108,Logistics & Fleet,707
CUST-01109,Logistics & Fleet,706
CUST-01110,Manufacturing,744
CUST-01111,Logistics & Fleet,761
CUST-01112,Manufacturing,775
CUST-01113,Manufacturing,850
CUST-01114,Construction,733
CUST-01115,Construction,794
CUST-01116,Construction,792
CUST-01117,Manufacturing,754
CUST-01118,IT & Enterprise Tech,675
CUST-01119,Healthcare,781
CUST-01120,Manufacturing,738
CUST-01121,IT & Enterprise Tech,626
CUST-01122,IT & Enterprise Tech,775
CUST-01123,IT & Enterprise Tech,604
CUST-01124,Logistics & Fleet,752
CUST-01125,Logistics & Fleet,674
CUST-01126,Construction,720
CUST-01127,Manufacturing,619
CUST-01128,Healthcare,662
CUST-01129,Healthcare,675
CUST-01130,Healthcare,700
CUST-01131,Logistics & Fleet,671
CUST-01132,Construction,732
CUST-01133,Manufacturing,741
CUST-01134,Manufacturing,680
CUST-01135,Logistics & Fleet,712
CUST-01136,Manufacturing,744
CUST-01137,IT & Enterprise Tech,564
CUST-01138,Construction,738
CUST-01139,Construction,668
CUST-01140,Construction,550
CUST-01141,Logistics & Fleet,684
CUST-01142,Healthcare,644
CUST-01143,Logistics & Fleet,679
CUST-01144,Construction,740
CUST-01145,Healthcare,765
CUST-01146,IT & Enterprise Tech,793
CUST-01147,Logistics & Fleet,797
CUST-01148,Logistics & Fleet,642
CUST-01149,IT & Enterprise Tech,788
CUST-01150,IT & Enterprise Tech,630
CUST-01151,Logistics & Fleet,778
CUST-01152,Logistics & Fleet,747
CUST-01153,Logistics & Fleet,721
CUST-01154,Logistics & Fleet,652
CUST-01155,Construction,787
CUST-01156,Logistics & Fleet,644
CUST-01157,Manufacturing,708
CUST-01158,IT & Enterprise Tech,714
CUST-01159,IT & Enterprise Tech,599
CUST-01160,Manufacturing,719
CUST-01161,Logistics & Fleet,638
CUST-01162,Manufacturing,803
CUST-01163,Healthcare,850
CUST-01164,Logistics & Fleet,662
CUST-01165,Manufacturing,684
CUST-01166,Logistics & Fleet,720
CUST-01167,Logistics & Fleet,576
CUST-01168,Construction,816
CUST-01169,Manufacturing,689
CUST-01170,Healthcare,684
CUST-01171,Construction,754
CUST-01172,IT & Enterprise Tech,715
CUST-01173,Construction,720
CUST-01174,Healthcare,764
CUST-01175,Construction,701
CUST-01176,Construction,636
CUST-01177,Logistics & Fleet,789
CUST-01178,Manufacturing,671
CUST-01179,Logistics & Fleet,675
CUST-01180,Construction,724
CUST-01181,IT & Enterprise Tech,625
CUST-01182,Healthcare,725
CUST-01183,Construction,771
CUST-01184,IT & Enterprise Tech,812
CUST-01185,Manufacturing,758
CUST-01186,IT & Enterprise Tech,779
CUST-01187,Logistics & Fleet,668
CUST-01188,Manufacturing,763
CUST-01189,Healthcare,697
CUST-01190,Logistics & Fleet,785
CUST-01191,Manufacturing,716
CUST-01192,Construction,780
CUST-01193,Healthcare,720
CUST-01194,Construction,660
CUST-01195,Manufacturing,712
CUST-01196,IT & Enterprise Tech,688
CUST-01197,IT & Enterprise Tech,794
CUST-01198,IT & Enterprise Tech,621
CUST-01199,Logistics & Fleet,600
CUST-01200,Manufacturing,728
CUST-01201,Logistics & Fleet,688
CUST-01202,Manufacturing,635
CUST-01203,Manufacturing,707
CUST-01204,Healthcare,727
CUST-01205,Construction,789
CUST-01206,Logistics & Fleet,589
CUST-01207,Logistics & Fleet,722
CUST-01208,Healthcare,816
CUST-01209,Healthcare,813
CUST-01210,IT & Enterprise Tech,716
CUST-01211,Healthcare,671
CUST-01212,Construction,692
CUST-01213,Manufacturing,645
CUST-01214,Logistics & Fleet,681
CUST-01215,Logistics & Fleet,715
CUST-01216,Manufacturing,740
CUST-01217,Manufacturing,765
CUST-01218,Logistics & Fleet,702
CUST-01219,Logistics & Fleet,698
CUST-01220,Healthcare,766
CUST-01221,IT & Enterprise Tech,687
CUST-01222,Manufacturing,755
CUST-01223,Healthcare,602
CUST-01224,IT & Enterprise Tech,740
CUST-01225,Healthcare,847
CUST-01226,Construction,649
CUST-01227,Healthcare,803
CUST-01228,Healthcare,755
CUST-01229,IT & Enterprise Tech,766
CUST-01230,Healthcare,753
CUST-01231,IT & Enterprise Tech,668
CUST-01232,Manufacturing,625
CUST-01233,Manufacturing,740
CUST-01234,Manufacturing,702
CUST-01235,Logistics & Fleet,619
CUST-01236,Healthcare,680
CUST-01237,IT & Enterprise Tech,641
CUST-01238,Construction,834
CUST-01239,IT & Enterprise Tech,764
CUST-01240,Manufacturing,646
CUST-01241,IT & Enterprise Tech,742
CUST-01242,Logistics & Fleet,634
CUST-01243,Logistics & Fleet,591
CUST-01244,Logistics & Fleet,664
CUST-01245,Logistics & Fleet,700
CUST-01246,Construction,734
CUST-01247,Manufacturing,766
CUST-01248,Manufacturing,686
CUST-01249,IT & Enterprise Tech,753
CUST-01250,Construction,606
CUST-01251,Logistics & Fleet,805
CUST-01252,Construction,608
CUST-01253,Manufacturing,677
CUST-01254,Manufacturing,664
CUST-01255,Logistics & Fleet,616
CUST-01256,Healthcare,731
CUST-01257,Manufacturing,820
CUST-01258,Construction,592
CUST-01259,Manufacturing,561
CUST-01260,Construction,653
CUST-01261,Healthcare,694
CUST-01262,Logistics & Fleet,759
CUST-01263,Healthcare,678
CUST-01264,Construction,590
CUST-01265,Manufacturing,793
CUST-01266,Manufacturing,650
CUST-01267,Healthcare,750
CUST-01268,Construction,636
CUST-01269,Construction,698
CUST-01270,Healthcare,733
CUST-01271,Logistics & Fleet,654
CUST-01272,IT & Enterprise Tech,737
CUST-01273,Logistics & Fleet,686
CUST-01274,Manufacturing,680
CUST-01275,Construction,808
CUST-01276,Manufacturing,733
CUST-01277,Manufacturing,741
CUST-01278,IT & Enterprise Tech,757
CUST-01279,Manufacturing,747
CUST-01280,Construction,733
CUST-01281,Construction,790
CUST-01282,Logistics & Fleet,649
CUST-01283,Construction,719
CUST-01284,Manufacturing,689
CUST-01285,Healthcare,719
CUST-01286,Construction,664
CUST-01287,Manufacturing,604
CUST-01288,Healthcare,762
CUST-01289,Manufacturing,850
CUST-01290,Manufacturing,779
CUST-01291,Healthcare,766
CUST-01292,Manufacturing,726
CUST-01293,Construction,699
CUST-01294,Logistics & Fleet,703
CUST-01295,Logistics & Fleet,702
CUST-01296,Manufacturing,667
CUST-01297,Manufacturing,602
CUST-01298,Manufacturing,722
CUST-01299,Construction,691
CUST-01300,Logistics & Fleet,784
CUST-01301,Manufacturing,758
CUST-01302,IT & Enterprise Tech,577
CUST-01303,Manufacturing,821
CUST-01304,Construction,676
CUST-01305,Logistics & Fleet,686
CUST-01306,IT & Enterprise Tech,600
CUST-01307,Logistics & Fleet,727
CUST-01308,Logistics & Fleet,736
CUST-01309,Healthcare,821
CUST-01310,Logistics & Fleet,765
CUST-01311,Manufacturing,677
CUST-01312,IT & Enterprise Tech,594
CUST-01313,Construction,672
CUST-01314,Logistics & Fleet,777
CUST-01315,Construction,684
CUST-01316,Construction,638
CUST-01317,Construction,720
CUST-01318,Logistics & Fleet,688
CUST-01319,Manufacturing,680
CUST-01320,Manufacturing,661
CUST-01321,Manufacturing,717
CUST-01322,Manufacturing,776
CUST-01323,IT & Enterprise Tech,743
CUST-01324,Manufacturing,584
CUST-01325,IT & Enterprise Tech,810
CUST-01326,Healthcare,758
CUST-01327,Manufacturing,729
CUST-01328,Logistics & Fleet,737
CUST-01329,Logistics & Fleet,747
CUST-01330,Construction,735
CUST-01331,Construction,647
CUST-01332,Logistics & Fleet,742
CUST-01333,Manufacturing,720
CUST-01334,IT & Enterprise Tech,737
CUST-01335,IT & Enterprise Tech,668
CUST-01336,Logistics & Fleet,780
CUST-01337,Manufacturing,673
CUST-01338,Logistics & Fleet,706
CUST-01339,Manufacturing,676
CUST-01340,Manufacturing,645
CUST-01341,Healthcare,756
CUST-01342,Construction,677
CUST-01343,IT & Enterprise Tech,719
CUST-01344,Logistics & Fleet,619
CUST-01345,Logistics & Fleet,591
CUST-01346,Healthcare,822
CUST-01347,Healthcare,813
CUST-01348,Healthcare,670
CUST-01349,IT & Enterprise Tech,739
CUST-01350,Manufacturing,681
CUST-01351,IT & Enterprise Tech,753
CUST-01352,Construction,639
CUST-01353,Healthcare,633
CUST-01354,Logistics & Fleet,711
CUST-01355,Construction,734
CUST-01356,IT & Enterprise Tech,664
CUST-01357,IT & Enterprise Tech,625
CUST-01358,Healthcare,791
CUST-01359,Healthcare,679
CUST-01360,Construction,680
CUST-01361,IT & Enterprise Tech,790
CUST-01362,Manufacturing,850
CUST-01363,Construction,731
CUST-01364,Construction,767
CUST-01365,Logistics & Fleet,636
CUST-01366,Manufacturing,757
CUST-01367,Logistics & Fleet,765
CUST-01368,IT & Enterprise Tech,647
CUST-01369,Manufacturing,675
CUST-01370,Manufacturing,789
CUST-01371,IT & Enterprise Tech,692
CUST-01372,Manufacturing,802
CUST-01373,IT & Enterprise Tech,711
CUST-01374,Construction,708
CUST-01375,Manufacturing,773
CUST-01376,IT & Enterprise Tech,843
CUST-01377,Healthcare,752
CUST-01378,Construction,721
CUST-01379,Healthcare,792
CUST-01380,Construction,796
CUST-01381,Manufacturing,744
CUST-01382,Healthcare,734
CUST-01383,IT & Enterprise Tech,755
CUST-01384,Healthcare,617
CUST-01385,Logistics & Fleet,641
CUST-01386,Healthcare,725
CUST-01387,Logistics & Fleet,659
CUST-01388,Manufacturing,712
CUST-01389,IT & Enterprise Tech,723
CUST-01390,Construction,646
CUST-01391,Manufacturing,748
CUST-01392,Manufacturing,586
CUST-01393,Manufacturing,689
CUST-01394,Construction,610
CUST-01395,Healthcare,689
CUST-01396,Logistics & Fleet,772
CUST-01397,Healthcare,661
CUST-01398,Manufacturing,578
CUST-01399,Construction,694
CUST-01400,Logistics & Fleet,656
CUST-01401,Manufacturing,710
CUST-01402,Manufacturing,694
CUST-01403,Manufacturing,721
CUST-01404,Logistics & Fleet,786
CUST-01405,Logistics & Fleet,685
CUST-01406,Construction,715
CUST-01407,Logistics & Fleet,688
CUST-01408,Logistics & Fleet,775
CUST-01409,Construction,720
CUST-01410,IT & Enterprise Tech,743
CUST-01411,Manufacturing,759
CUST-01412,Manufacturing,583
CUST-01413,Healthcare,761
CUST-01414,Manufacturing,734
CUST-01415,Construction,666
CUST-01416,IT & Enterprise Tech,793
CUST-01417,Manufacturing,774
CUST-01418,Manufacturing,697
CUST-01419,Construction,575
CUST-01420,IT & Enterprise Tech,706
CUST-01421,Healthcare,645
CUST-01422,Construction,567
CUST-01423,Manufacturing,747
CUST-01424,Manufacturing,809
CUST-01425,IT & Enterprise Tech,703
CUST-01426,IT & Enterprise Tech,726
CUST-01427,Manufacturing,797
CUST-01428,IT & Enterprise Tech,721
CUST-01429,Construction,670
CUST-01430,IT & Enterprise Tech,565
CUST-01431,Construction,762
CUST-01432,Construction,737
CUST-01433,Construction,770
CUST-01434,Logistics & Fleet,550
CUST-01435,Manufacturing,844
CUST-01436,Manufacturing,658
CUST-01437,Healthcare,781
CUST-01438,Logistics & Fleet,586
CUST-01439,Manufacturing,659
CUST-01440,Logistics & Fleet,674
CUST-01441,IT & Enterprise Tech,643
CUST-01442,Manufacturing,656
CUST-01443,Logistics & Fleet,815
CUST-01444,Healthcare,687
CUST-01445,IT & Enterprise Tech,848
CUST-01446,Manufacturing,778
CUST-01447,Logistics & Fleet,579
CUST-01448,Logistics & Fleet,687
CUST-01449,IT & Enterprise Tech,684
CUST-01450,Logistics & Fleet,648
CUST-01451,Construction,789
CUST-01452,Construction,766
CUST-01453,IT & Enterprise Tech,850
CUST-01454,Construction,680
CUST-01455,Manufacturing,738
CUST-01456,IT & Enterprise Tech,687
CUST-01457,Logistics & Fleet,684
CUST-01458,Logistics & Fleet,762
CUST-01459,Manufacturing,850
CUST-01460,Logistics & Fleet,774
CUST-01461,Healthcare,767
CUST-01462,Logistics & Fleet,706
CUST-01463,Manufacturing,765
CUST-01464,Logistics & Fleet,786
CUST-01465,IT & Enterprise Tech,654
CUST-01466,Manufacturing,712
CUST-01467,IT & Enterprise Tech,688
CUST-01468,Healthcare,668
CUST-01469,IT & Enterprise Tech,773
CUST-01470,Logistics & Fleet,694
CUST-01471,Construction,740
CUST-01472,Logistics & Fleet,741
CUST-01473,IT & Enterprise Tech,692
CUST-01474,Healthcare,615
CUST-01475,Healthcare,687
CUST-01476,Logistics & Fleet,744
CUST-01477,Logistics & Fleet,729
CUST-01478,Logistics & Fleet,583
CUST-01479,Logistics & Fleet,762
CUST-01480,Healthcare,674
CUST-01481,Logistics & Fleet,747
CUST-01482,Manufacturing,762
CUST-01483,Construction,740
CUST-01484,Manufacturing,832
CUST-01485,Healthcare,774
CUST-01486,Healthcare,680
CUST-01487,Healthcare,687
CUST-01488,Logistics & Fleet,705
CUST-01489,Healthcare,687
CUST-01490,Healthcare,734
CUST-01491,Manufacturing,636
CUST-01492,Healthcare,799
CUST-01493,Manufacturing,712
CUST-01494,Manufacturing,797
CUST-01495,Construction,633
CUST-01496,Logistics & Fleet,633
CUST-01497,Construction,780
CUST-01498,Construction,667
CUST-01499,Healthcare,645
CUST-01500,IT & Enterprise Tech,785
CUST-01501,Construction,657
CUST-01502,Construction,708
CUST-01503,Manufacturing,674
CUST-01504,Healthcare,759
CUST-01505,Healthcare,724
CUST-01506,Healthcare,769
CUST-01507,Construction,632
CUST-01508,Construction,725
CUST-01509,Construction,715
CUST-01510,Logistics & Fleet,661
CUST-01511,Logistics & Fleet,642
CUST-01512,Logistics & Fleet,704
CUST-01513,IT & Enterprise Tech,691
CUST-01514,Manufacturing,786
CUST-01515,Manufacturing,763
CUST-01516,Manufacturing,665
CUST-01517,Construction,693
CUST-01518,IT & Enterprise Tech,745
CUST-01519,Manufacturing,752
CUST-01520,IT & Enterprise Tech,787
CUST-01521,Manufacturing,705
CUST-01522,IT & Enterprise Tech,720
CUST-01523,Healthcare,594
CUST-01524,Manufacturing,637
CUST-01525,Construction,769
CUST-01526,Healthcare,639
CUST-01527,Healthcare,601
CUST-01528,Healthcare,759
CUST-01529,Logistics & Fleet,684
CUST-01530,Construction,658
CUST-01531,Healthcare,613
CUST-01532,Construction,614
CUST-01533,Logistics & Fleet,680
CUST-01534,Healthcare,700
CUST-01535,Healthcare,790
CUST-01536,Manufacturing,701
CUST-01537,Manufacturing,689
CUST-01538,Logistics & Fleet,691
CUST-01539,Manufacturing,563
CUST-01540,Construction,678
CUST-01541,Logistics & Fleet,751
CUST-01542,Manufacturing,715
CUST-01543,Construction,760
CUST-01544,Healthcare,780
CUST-01545,IT & Enterprise Tech,603
CUST-01546,Construction,667
CUST-01547,Logistics & Fleet,775
CUST-01548,Construction,716
CUST-01549,Manufacturing,700
CUST-01550,Construction,777
CUST-01551,IT & Enterprise Tech,658
CUST-01552,Construction,662
CUST-01553,Logistics & Fleet,658
CUST-01554,IT & Enterprise Tech,623
CUST-01555,Manufacturing,695
CUST-01556,Manufacturing,721
CUST-01557,Construction,642
CUST-01558,Healthcare,703
CUST-01559,Logistics & Fleet,671
CUST-01560,IT & Enterprise Tech,705
CUST-01561,Healthcare,803
CUST-01562,Manufacturing,715
CUST-01563,Logistics & Fleet,716
CUST-01564,Healthcare,842
CUST-01565,Logistics & Fleet,677
CUST-01566,Healthcare,749
CUST-01567,Logistics & Fleet,675
CUST-01568,Manufacturing,761
CUST-01569,Construction,651
CUST-01570,Construction,688
CUST-01571,Construction,673
CUST-01572,Manufacturing,642
CUST-01573,Logistics & Fleet,571
CUST-01574,IT & Enterprise Tech,736
CUST-01575,Manufacturing,668
CUST-01576,Manufacturing,692
CUST-01577,Manufacturing,701
CUST-01578,Construction,614
CUST-01579,Construction,684
CUST-01580,Construction,593
CUST-01581,Manufacturing,680
CUST-01582,Healthcare,807
CUST-01583,Construction,675
CUST-01584,Construction,635
CUST-01585,IT & Enterprise Tech,678
CUST-01586,Manufacturing,811
CUST-01587,Logistics & Fleet,680
CUST-01588,Healthcare,609
CUST-01589,Healthcare,591
CUST-01590,Logistics & Fleet,683
CUST-01591,Logistics & Fleet,762
CUST-01592,IT & Enterprise Tech,738
CUST-01593,Manufacturing,781
CUST-01594,Manufacturing,750
CUST-01595,Logistics & Fleet,710
CUST-01596,Construction,550
CUST-01597,Healthcare,800
CUST-01598,Manufacturing,615
CUST-01599,Manufacturing,850
CUST-01600,IT & Enterprise Tech,660
CUST-01601,Manufacturing,662
CUST-01602,Healthcare,675
CUST-01603,Manufacturing,710
CUST-01604,Healthcare,620
CUST-01605,Manufacturing,652
CUST-01606,Construction,770
CUST-01607,Manufacturing,797
CUST-01608,Logistics & Fleet,638
CUST-01609,Manufacturing,731
CUST-01610,Construction,675
CUST-01611,IT & Enterprise Tech,742
CUST-01612,Logistics & Fleet,651
CUST-01613,Construction,757
CUST-01614,Healthcare,701
CUST-01615,Healthcare,678
CUST-01616,Logistics & Fleet,707
CUST-01617,IT & Enterprise Tech,803
CUST-01618,Logistics & Fleet,703
CUST-01619,Construction,728
CUST-01620,Logistics & Fleet,715
CUST-01621,Construction,716
CUST-01622,Manufacturing,789
CUST-01623,Construction,764
CUST-01624,IT & Enterprise Tech,621
CUST-01625,Manufacturing,745
CUST-01626,Logistics & Fleet,814
CUST-01627,Manufacturing,694
CUST-01628,Construction,765
CUST-01629,Manufacturing,550
CUST-01630,Construction,647
CUST-01631,Logistics & Fleet,850
CUST-01632,Healthcare,759
CUST-01633,Logistics & Fleet,724
CUST-01634,Logistics & Fleet,829
CUST-01635,IT & Enterprise Tech,637
CUST-01636,Manufacturing,792
CUST-01637,Healthcare,654
CUST-01638,Manufacturing,716
CUST-01639,IT & Enterprise Tech,604
CUST-01640,IT & Enterprise Tech,685
CUST-01641,Construction,796
CUST-01642,Logistics & Fleet,676
CUST-01643,Construction,742
CUST-01644,Construction,678
CUST-01645,Manufacturing,737
CUST-01646,Logistics & Fleet,758
CUST-01647,Manufacturing,665
CUST-01648,Logistics & Fleet,653
CUST-01649,Logistics & Fleet,683
CUST-01650,Logistics & Fleet,682
CUST-01651,Manufacturing,578
CUST-01652,Healthcare,731
CUST-01653,Healthcare,734
CUST-01654,Healthcare,593
CUST-01655,Manufacturing,764
CUST-01656,IT & Enterprise Tech,684
CUST-01657,Construction,731
CUST-01658,Healthcare,693
CUST-01659,Healthcare,731
CUST-01660,Healthcare,717
CUST-01661,Construction,767
CUST-01662,Construction,710
CUST-01663,IT & Enterprise Tech,759
CUST-01664,Construction,802
CUST-01665,IT & Enterprise Tech,704
CUST-01666,IT & Enterprise Tech,692
CUST-01667,Manufacturing,746
CUST-01668,IT & Enterprise Tech,576
CUST-01669,Manufacturing,653
CUST-01670,Logistics & Fleet,650
CUST-01671,Healthcare,745
CUST-01672,IT & Enterprise Tech,719
CUST-01673,IT & Enterprise Tech,792
CUST-01674,Logistics & Fleet,788
CUST-01675,Logistics & Fleet,582
CUST-01676,Healthcare,600
CUST-01677,Manufacturing,712
CUST-01678,Healthcare,609
CUST-01679,Manufacturing,581
CUST-01680,Logistics & Fleet,662
CUST-01681,Healthcare,574
CUST-01682,IT & Enterprise Tech,643
CUST-01683,Construction,756
